Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
Paradox Group,https://www.crunchbase.com/organization/paradox-group,11-50,"Advertising, Blockchain, Finance, Social Media Marketing",,,,,Private,,,,"London, England, United Kingdom",,,,The World's First Next-Gen Ad-Agency,2019-01-13,day,Active,,,For Profit,https://www.paradoxgroup.co,https://twitter.com/paradoxgroupuk,https://www.facebook.com/paradoxgroupuk,https://www.linkedin.com/company/paradoxgroup/,hello@paradoxgroup.co,,,4,"Paradox Group is an award-winning Ad Agency bringing together the best of both worlds to create unique, cutting-edge marketing solutions for our clients.  We partner with top-of-the-line suppliers that money can’t buy, to provide the best campaigns on the market.  Our expertise in digital marketing has helped us build a formidable list of loyal clients, many of which have called on us for years to help achieve their marketing goals.   Our goal is to provide our clients with the best possible results, and we believe our list of exclusive partnerships is a testament to that.   We’re a humble group of highly-dedicated individuals who are proud of our achievements and our ability to deliver results.",,,
Pan African Food Exchange,https://www.crunchbase.com/organization/pan-african-food-exchange,101-250,"Agriculture, Apps, Blockchain",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,Pan African Food Exchange is a blockchain-powered portal that helps farmers with information on agricultural commodities to trade.,2014-01-01,year,Active,,,For Profit,https://www.pafexe.com,https://twitter.com/pafexe?,https://www.facebook.com/PanAfricanFoodExchange/,https://www.linkedin.com/company/the-african-food-exchange/,info@pafexe.com,+44 7928775797,,,,,,
OXBC,https://www.crunchbase.com/organization/oxbc,51-100,"Blockchain, Communities, Non Profit",,,,,Private,,,,"London, England, United Kingdom",,,,OXBC is a not-for-profit organization that supports the blockchain industry.,2018-06-01,month,Active,,,Non-profit,https://oxbc.io,https://twitter.com/OXBCfoundation,https://www.facebook.com/OXBCfoundation,https://www.linkedin.com/company/oxbc,hello@oxbc.io,,,,,,,
Outlier Ventures,https://www.crunchbase.com/organization/outlier-ventures-ltd-llp,51-100,"Blockchain, FinTech, Gaming, Information Technology, Internet, Software",,"Management, Operations",,199,Private,,,,"London, England, United Kingdom",,,$10M to $50M,The World's Leading Open Metaverse Accelerator,2014-06-25,day,Active,,,For Profit,https://www.outlierventures.io,https://www.twitter.com/oviohq,,https://www.linkedin.com/company/outlierventures,contact@outlierventures.io,,Crunchbase Venture Program,57,"Established in 2014, Outlier Ventures was one of the first VC firms dedicated to investing in the emerging crypto ecosystem. Since launching its Base Camp accelerator in 2019, Outlier Ventures has received over 5,000 applications for its highly sought after virtual accelerator and has helped raise over $350 million in seed funding for its growing portfolio of 100+ high-profile projects from across the world, such as Crucible and Biconomy. In addition, Outlier Ventures has supported the launch and growth of several billion-dollar crypto economies including Fetch.ai, Boson Protocol, Secret Network, Blox Move, Swash and DIA Data. Their portfolio includes notable projects across DeFi, NFTs and blockchain infrastructure with a focus on emergent Metaverse use cases such as NFT-based digital couture fashion brands, avatar marketplaces, decentralized music publishing platforms, play-to-earn games, augmented reality social positioning protocols, and more. In the last year, Outlier Ventures has expanded its Base Camp program to partner with leading protocols such as Filecoin / IPFS, Polygon, and Polkadot to host dedicated accelerator programs for these Web3 ecosystems. Through its blockchain agnostic approach, Outlier Ventures has achieved record growth, doubled its cohort intake year after year, and is on target to accelerate well over 100 startups in 2022, making it one of the most active investors in the space by deal volume and the most active Web3 accelerator globally and top 3 crypto investor globally by volume of investment. Since its inception, Outlier Ventures has always viewed its portfolio as an open stack of technologies that contribute to a new web paradigm, referred to as Web3, based on principles that prioritize the sovereignty of the user, their data and digital wealth, over platform and shareholder supremacy. In January of 2021, Outlier Ventures published its thesis on the imminent arrival of the Metaverse, outlining how Web3 would serve as an operating system for an Open Metaverse.",,,
OTC,https://www.crunchbase.com/organization/otc-3e5e,1-10,Blockchain,,,,,Private,,,,"London, England, United Kingdom",,,,OTC creates new technologies for counter-parties to meet current and evolving regulatory requirements.,2016-06-23,day,Active,,,Non-profit,https://otc.exchange,,,https://www.linkedin.com/company/10887995,ben@otc.technology,+44 020 3026 8990,,,"Over-the-counter (OTC) is the trading of securities between two counterparties executed outside of formal exchanges and without the supervision of an exchange regulator. OTC trading is done in over-the-counter markets (a decentralized place with no physical location), through dealer networks.",,,
Orthogonality,https://www.crunchbase.com/organization/orthogonality,1-10,"Blockchain, Ethereum, Software",,Operations,,,Private,,,,"Cambridge, Cambridgeshire, United Kingdom",,,,Orthogonality is a software house that offers clients software solutions.,2017-01-01,year,Active,,,,https://orthogonality.tech/,,,https://www.linkedin.com/company/orthogonality/,info@orthogonality.tech,,,,"Orthogonality is a software house that offers clients software solutions. Orthogonality  was founded in 2018 and was headquartered in Cambridge, England.",,,
ORTEX,https://www.crunchbase.com/organization/ortex,11-50,"Analytics, Cryptocurrency, Data Integration, Financial Services",,Management,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,"ORTEX is an equity analytics platform that identifies relevant stock data, and trading signals as well as provide crypto news.",2017-01-01,year,Active,,,For Profit,https://public.ortex.com/,https://twitter.com/ortex?lang=en,https://www.facebook.com/OrtexEquity/,https://www.linkedin.com/company/ortexanalytics/,info@ortex.com,+44 (0) 20 3970 9800,,,,,,
Orijin Finance,https://www.crunchbase.com/organization/orijin-finance,1-10,"Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology",,,,,Private,,,,"London, England, United Kingdom",,,,"Orijin is the complete blockchain-powered capital raising and investing platform. Raise capital by issuing tokens, in minutes.",2021-05-01,day,Active,,,For Profit,https://www.orijinfinance.com/,https://twitter.com/OrijinHQ,,,info@orijinfinance.com,,,,"Orijin is the Web3 way to invest in crypto startups and raise capital.  We're a crypto first company that provides the tools and technology that enable all types of Web3 businesses, at every stage to raise capital and access deep trading liquidity.",,,
Orchard,https://www.crunchbase.com/organization/orchard-07f2,1-10,"Blockchain, Business Development, Internet, Software",,,,,Private,,,,"London, England, United Kingdom",,,,Orchard is an online-based business development platform.,2020-01-01,year,Active,,,For Profit,https://www.elastosorchard.eu,https://twitter.com/ElastosOrchard,https://www.facebook.com/Elastos-Orchard-104823218238723/,https://www.linkedin.com/company/elastosorchard/,,,,,"Orchard uses web 3.0 tools to create unmatched digital security, data sovereignty, and future-proof business models. In addition to securing government and industry data, they enable startups and institutions to build hybrid and decentralised business models for the prosperity of the planet.",,,
Orbital,https://www.crunchbase.com/organization/pay-perform,101-250,"Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Payments",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,Orbital aims to bridge the gap between traditional financial services and digital assets through its corporate treasury platform offering.,2017-05-25,day,Active,,,For Profit,https://www.getorbital.com,,,https://www.linkedin.com/company/orbital-finance,hello@getorbital.com,+44-203-8075060,,,"Orbital a London headquartered fintech on a mission to bridge the gap between traditional financial services and the world of digital assets, centred around a treasury solutions platform aimed at large multinational corporates. With an offering made up of multi-currency IBAN accounts, international payments and FX, digital asset vaults, trading and liquidity and crypto-commerce C2B payments. All through one interface - the Orbital platform.",,,
Ophidia Medical Technologies,https://www.crunchbase.com/organization/ophidia-medical-technologies,11-50,"Blockchain, Information Technology, Internet of Things, Medical Device, Pharmaceutical, RFID",Seed,,,,Private,,,,"London, England, United Kingdom",,,,"Ophidia is a MedTech startup working with advanced technologies such as IoT, Blockchain and RFID to enhance the clinical trial proccess",2021-01-01,year,Active,,,For Profit,http://www.Ophidia.org/,,,https://www.linkedin.com/company/ophidia-world/about/,hello@ophidia.org,,,,,,,
OpenMined,https://www.crunchbase.com/organization/openmined,1-10,"Analytics, Artificial Intelligence, Blockchain, Information Technology",Non-equity Assistance,"Engineering, Finance, Management, Marketing",,,Private,,,,"Oxford, Oxfordshire, United Kingdom",,,$1M to $10M,OpenMined is a community focused on building open-source technology for the decentralized ownership of data and intelligence. ,2017-07-01,month,Active,,,For Profit,https://www.openmined.org/,https://twitter.com/openminedorg,https://www.facebook.com/openminedorg/,,,,,1,"OpenMined is a community focused on building open-source technology for the decentralized ownership of data and intelligence. The mission of the OpenMined community is to make privacy-preserving deep learning technology accessible to consumers, who supply data, and machine learning practitioners, who train models on that data. Given recent developments in cryptography, AI-based products and services do not need a copy of a dataset in order to create value from it. ",,,
OntoTheLadder,https://www.crunchbase.com/organization/onto-the-ladder,1-10,"Blockchain, Financial Services, FinTech, Real Estate, Real Estate Investment",,,,,Private,,,,"London, England, United Kingdom",,,,OntoTheLadder is a financing alternative to mortgages enabling Property Renters become Property Owners,2019-01-01,day,Active,,,For Profit,https://www.ontotheladder.co.uk,,https://facebook.com/ontotheladder,,team@ontotheladder.co.uk,,,,"OntoTheLadder is a financing alternative to mortgages which enables Property Renters become Property Owners by bridging and resolving the ever-growing property affordability gap for younger generations. The OntoTheLadder platform provides property renters with much-needed flexibility to convert into property owners by enabling property purchasing with only 1% deposit, no debt-overhang and minimal bureaucracy. Leveraging blockchain technology within OntoTheLadder’s rent-to-own system provides our customers with transaction transparency, security, immutability and auditability whilst simplifying and digitalising the entire property purchasing end-to-end, from search to deal closure. Born and starting up in London where 2/3rds of millennials can’t and never will be able to afford to buy their own home as they’ve already been priced out of the market the team at OntoTheLadder has growth plans to expand our offering to all major regions across the UK. OntoTheLadder | Stop Just Renting. Start Owning.",,,
OnlineNaira,https://www.crunchbase.com/organization/onlinenaira,1-10,"Cryptocurrency, Financial Services, Payments",,,,,Private,,,,"Kent, Kent, United Kingdom",,,,OnlineNaira is the Largest Payment Gateway for Africans,2010-04-01,day,Active,,,For Profit,https://www.onlinenaira.com,https://www.twitter.com/onlinenaira,https://www.facebook.com/onlinenaira,,info@onlinenaira.com,+01133550286,,2,"OnlineNaira is a responsible African Payment Gateway with services specifically designed for people who do business with Africans. It therefore follows that if you do business with any African irrespective of where your business is located in the world, OnlineNaira is the Payment Gateway to use. You should use OnlineNaira if your business is located outside of Africa and you need to collect money from Africans or your business is located within Africa and you need to collect money from other Africans. If your business serves both Africans and non-Africans, you will be able to use OnlineNaira to collect payments from Africans. If you must use OnlineNaira to collect money from no-Africans, you may need to use thrid party payment gateways in addition to OnlineNaira.",,,
ONINO,https://www.crunchbase.com/organization/onino,1-10,"Blockchain, Cryptocurrency, Data Storage",,,,,Private,,,,"London, England, United Kingdom",,,,ONINO is a blockchain information storage solution.,2021-01-01,year,Active,,,For Profit,https://www.onino.io,,https://twitter.com/onino_io,https://www.linkedin.com/company/onino-io,team@onino.io,,,,"ONINO is a technology built on blockchain to provide data storage for the tokenization of real-world identities, assets, and objects. They provide users and developers with blockchain technology. They also offer decentralized data storage to enable web applications. They support control of personal data. Their services include document verification, decentralized insurance, digital identity, medical reports, and digital twins.",,,
OneStep Financial Ltd,https://www.crunchbase.com/organization/onestep-financial-ltd,1-10,"Blockchain, FinTech, Information Technology, Payments",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,"The 1st True “DLT Cash” Fiat Currency Venture - we can transform 50 year old payment rails into one-step, atomic transactions (money & data)",2022-05-27,day,Active,,,For Profit,http://onestep-financial.com/,,,https://www.linkedin.com/company/onestep-financial/,david.putts@onestep-financial.com,,,,Regtech,,,
Omenics,https://www.crunchbase.com/organization/Omenics,1-10,"Artificial Intelligence, Bitcoin, Blockchain, Cryptocurrency, Data Mining, FinTech, Machine Learning, Social Media",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,We help crypto traders and investors do their due diligence and get indicators based on news and social sentiment.,2018-05-01,day,Active,,,For Profit,https://omenics.com/,https://twitter.com/cryptomenics,https://www.facebook.com/cryptomenics,http://www.linkedin.com/company/omenics,contact@omenics.com,,,4,"Omenics is a crypto analytics platform which helps investors get a comprehensive crypto data hub augmented with sentiment insight. Omenics extracts the market sentiment towards individual cryptocurrencies called “SentScore” and helps crypto traders to track trending news and social media. By providing sentiment analysis, Omenics helps traders make better decisions. Omenics was previously known as Predicoin. Omenics uses data mining and machine learning to aggregate cryptocurrency data and formulate its own proprietary sentiment indicator, the “SentScore”, helping users follow and understand the market sentiment across the cryptocurrency space. Our algorithms take in the news, social media, “buzz” (viral trends), technical analysis, and fundamental data to calculate a SentScore for each cryptocurrency. The SentScore gives crypto traders a snapshot of the market sentiment, providing a layer of information for making more informed decisions.",,,
Old Street Digital,https://www.crunchbase.com/organization/old-street-digital,1-10,"Asset Management, Cryptocurrency, Financial Services",Seed,,,,Private,,,,"London, England, United Kingdom",,,,"Old Street Digital is a crypto asset advisor that is building a range of active, fundamental research-driven investment funds.",2021-12-01,month,Active,,,For Profit,https://oldstreet.digital/,https://mobile.twitter.com/oldstreetam,,https://www.linkedin.com/company/old-street-digital/about/,ir@oldstreetam.com,,,2,"Old Street Digital is a crypto asset advisor that is building a range of active, fundamental research-driven investment funds.",,,
Odiin,https://www.crunchbase.com/organization/odiin,11-50,"Blockchain, Human Resources, Recruiting, Staffing Agency",,,,,Private,,,,"Billericay, Essex, United Kingdom",,,,Odiin is a specialist talent agency that creates technology-focused teams.,2021-01-01,year,Active,,,For Profit,https://www.odiin.tech/,https://twitter.com/Odiintech,https://www.facebook.com/odiintech/,https://www.linkedin.com/company/odiin/,info@odiin.tech,,,,"The Odiin Group is a specialist talent agency that partners with global brands and tech start-ups across the world, creating technology-focused teams. The technology recruitment company specializes in Web3, Blockchain, the Metaverse and Tech, and covers the American, European and Asian markets. The Odiin Blockchain is dedicated to recruiting talents in the Blockchain, Crypto and Web3 space.",,,
OCL,https://www.crunchbase.com/organization/ocl-6266,11-50,"Blockchain, Content Syndication, Information Technology, Mobile, SaaS, Security, Software",,,,,Private,,,,"London, England, United Kingdom",,,,We make technologies that facilitate everyday verifications and authentications while protecting user privacy.,2014-04-24,day,Active,,,For Profit,https://what.ocl.is,http://twitter.com/whatoclis?lang=en,http://facebook.com/ocl.totem/,,info@ocl.is,,,,"Building on DLT (Distributed Ledger Technology), OCL has developed Totem, a platform which facilitate everyday verifications and authentications while protecting user privacy. The first two products in the Totem platform are Portes and Origen: Portes is a fast and private Status Verification platform enabling users to prove WHAT they are, not WHO they are. Origen is the first Content-as-a-Service platform, which identifies, tracks, monetises, and reports all media usage on behalf of developers and their users in real-time. Rights owners are paid and receive real-time data for each use of media.",,,
Obsessory,https://www.crunchbase.com/organization/obsessory,11-50,"Blockchain, E-Commerce, E-Commerce Platforms",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,"Obsessory is a technology company that provides a web and mobile platform to assist shoppers in discovery, search, comparison, and tracking",2014-01-01,year,Active,,,For Profit,http://www.obsessory.com,http://twitter.com/obsessorydotcom,http://www.facebook.com/obsessorydotcom,,info@obsessory.com,,,,"obsessory organizes the world's e-Commerce information, and creates products and services that simplify finding, tracking, and buying items",,,
Obscuro Labs,https://www.crunchbase.com/organization/obscuro-labs,11-50,"Blockchain, Cryptocurrency, Ethereum",Seed,,,,Private,,,,"London, England, United Kingdom",,,,"Obscuro is a general-purpose, privacy-first Ethereum L2 solution that sits between Optimistic and ZK rollups.",2022-01-01,day,Active,,,For Profit,https://www.obscu.ro,https://twitter.com/obscuronet,,https://www.linkedin.com/company/obscuro,info@obscu.ro,,,1,"Obscuro is a layer 2 solution for Ethereum that brings privacy. It ensures the inputs, ledger state and execution are always encrypted. No changes to Dapps, just migrate and gain privacy.",,,
Nym Technologies,https://www.crunchbase.com/organization/nym-technologies-9a34,11-50,"Artificial Intelligence, Blockchain, Machine Learning, Privacy, Security",Seed,,,,Private,,,,"Bristol, Bristol, City of, United Kingdom",,,,Building the Next generation of privacy infrastructure with the help AI and ML,2021-01-17,day,Active,,,For Profit,https://nymtechnologies.co/,,,,info@nymtechnologies.co,,,,Nym Technologies is Building the Next generation of privacy infrastructure with the help AI and ML,,,
Nuggets,https://www.crunchbase.com/organization/nuggets,11-50,"Blockchain, Cryptocurrency, Internet, Payments, Privacy, Security",Series A,Marketing,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,"Nuggets is an identity super-wallet, verified self-sovereign decentralized ID. Privacy and security like never before.",2016-10-05,day,Active,,,For Profit,http://www.nuggets.life,https://www.twitter.com/nuggetspayandid,https://www.facebook.com/nuggetsPAYandID,https://www.linkedin.com/company/nuggets,contact@nuggets.life,,,34,"The only identity super wallet Nuggets is an award-winning identity super-wallet, delivering verified self-sovereign decentralized identity. It means privacy and security like never before with trusted transactions—every time. Nuggets is built for Web2, Web3, DeFi, the Metaverse and beyond. It provides a reusable, interoperable decentralized identity, with a merit-based reputation that travels with you. As well as a non-custodial cache for your digital assets. The result? Vastly reduced fraud, and safer compliant customer data. No wonder we’re already trusted by major organizations.",,,
Nuella TV,https://www.crunchbase.com/organization/nuella-tv,1-10,"Blockchain, Media and Entertainment, Mobile Apps, Video on Demand, Video Streaming",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,Mobile-first video streaming platform for 1.2B Africans,2019-08-22,day,Active,,,For Profit,https://nuella.tv,https://twitter.com/NuellaTV,https://www.facebook.com/nuellatv,https://www.linkedin.com/company/nuellatv/,info@nuella.tv,,,,,,,
nst.agency,https://www.crunchbase.com/organization/nst-agency,1-10,"Blockchain, Business Development, Communications Infrastructure, EdTech, Education, Information Technology, Military, Sharing Economy",,,,,Private,,,,"London, England, United Kingdom",,,,Consulting and New Science Research,2020-01-23,day,Active,,,For Profit,https://nst.agency,https://twitter.com/agencynst,https://www.facebook.com/NST.AgencyTeam,https://www.linkedin.com/company/nst-agency/,info@nst.agency,+447400119977,,,"Aviation, Medicine, Space, Nutrition, Lean Business, Ecology and Enviroment Consulting, Waste Management, Sustainable and Circular Economy",,,
Nowoption,https://www.crunchbase.com/organization/nowoption,51-100,"Blockchain, E-Commerce, Financial Services, FinTech, Software",,,,,Private,,,,"London, England, United Kingdom",,,,Nowoption.com : A reliable binary options trading plaform,2014-07-01,day,Active,,,For Profit,http://www.nowoption.com,,,,,201-777-3377,,,"Now Option is the newest trading broker which  runs on  Tradologic software technology.  It offers easy to use trading tools which make trading easy for beginners as well as for an experienced traders. The company  offers huge range of features, greater payouts, secured trading (SSL) and 180 tradable assets. Traders can earn payout of up to 220 % and up to 81% profit which makes Now Option a better choice among its competitors. After depositing a minimum  amount of $100 or €100 , traders can start trading right away with a minimum trade amount of $10 or €10 and a maximum trade amount of $1000 or €1000. Now Options offers 4 different types of trading options which includes : Turbo-60 Seconds, One Touch, Range and Digital Option.",,,
NovaMining Labs,https://www.crunchbase.com/organization/novamininglabs,1-10,"Bitcoin, Blockchain, Cryptocurrency, Open Source",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,"Stealth mode startup working on #Bitcoin related stuff. Public disclosure will be announced soon, stay tuned.",2021-05-07,day,Active,,,For Profit,,https://twitter.com/NovaMiningLabs,https://www.facebook.com/novamininglabs,https://www.linkedin.com/company/novamininglabs,,,,1,,,,
Nova Vulcans Esports Team,https://www.crunchbase.com/organization/nova-vulcans-esports-team,1-10,"Blockchain, eSports, Fantasy Sports, Gaming, Online Games, PC Games, Sports, Video Games, Web Apps",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,Nova Vulcans FC is a NFT esports team that competes in competitions and tournaments on the Crypt2 eSports gaming platform,2022-09-15,day,Active,,,For Profit,https://novavulcans.crypt2esports.com,,,,info@crypt2esports.com,,,,,,,
Nova Finance,https://www.crunchbase.com/organization/nova-finance-34e4,11-50,"Apps, Asset Management, Cryptocurrency, FinTech, Software",,,,,Private,,,,"Edinburgh, Edinburgh, City of, United Kingdom",,,,"Nova Finance is a non-custodial asset management protocol that offers the creation and automation of crypto, stablecoins, tokens, and NFT's.",2021-01-01,year,Active,,,For Profit,https://www.novafinance.app,https://twitter.com/NovaFinance_,,https://www.linkedin.com/company/nova-finance,data@novafinance.app,,,,,,,
North Block Capital,https://www.crunchbase.com/organization/north-block-capital,1-10,"Asset Management, Blockchain, Cryptocurrency",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,North Block Capital Blockchain Asset Managers North Block Capital Blockchain Asset Managers,2017-11-01,day,Active,,,For Profit,http://northblock.io/,,,https://www.linkedin.com/company/north-block-capital/,sw@northblock.io,+44 (0) 7803295932,,,North Block Capital Blockchain Asset Management North Block Capital is a pioneer and the premier asset management firm investing in Blockchain enabled technology.  We are Professional Investors and Entrepreneurs driving Innovation based on Blockchain Technology.,,,
Nordic Velo,https://www.crunchbase.com/organization/nordic-velo,11-50,"Angel Investment, Cryptocurrency, Financial Services, Market Research, Venture Capital",,,,,Private,,,,"London, England, United Kingdom",,,,"Nordic Velo is a trading firm that offers exchange listing, market-making, execution, venture fund, and consulting services.",2021-01-01,year,Active,,,For Profit,https://nordicvelo.com/,https://twitter.com/nordic_velo,,https://www.linkedin.com/company/nordic-velo/,contact@nordicvelo.com,,,,,,,
Nodeunlock,https://www.crunchbase.com/organization/nodeunlock,1-10,"Blockchain, Consulting, Cryptocurrency",,,,,Private,,,,"London, England, United Kingdom",,,,Nodeunlock is a blockchain education experience company.,2018-01-01,year,Active,,,For Profit,https://www.nodeunlock.io,,,https://www.linkedin.com/company/nodeunlock/,,,,,"Nodeunlock is a blockchain education experience company. They create mind-blowing educational experiences in-person and online, that rapidly accelerate your understanding of decentralised technology and blockchain. They take a human first, rather than technology first approach. Their tailored educational experiences embed you in the learning experience. They specifically design their experiences to ensure participants from all backgrounds fully understand blockchain technology and how it applies to them. They fundamentally believe education should be hands-on, fun and engaging. They are bored of the usual interactions being had and the length of time it takes to get up to speed. They  know there is more. They ensure people are given the time and inputs to think differently and absorb what they are learning.",,,
NJF Capital,https://www.crunchbase.com/organization/njf-capital,1-10,"AgTech, Blockchain, Cryptocurrency, Life Science",,,,51,Private,,,,"London, England, United Kingdom",,,Less than $1M,"NJF Capital is the venture capital arm of NJF Holdings founded by the entrepreneur turned investor, Nicole Junkermann.",2015-01-01,year,Active,,,,https://njfcapital.com,,,,,,,5,"Founded by Nicole Junkermann, an entrepreneur and investor who has previously raised her own significant private equity fund. NJF Capital brings a deep understanding of business strategy, entrepreneurial know-how and a wide network across business and government. They use that experience in disciplines including brand building, recruitment, admin and legal and regulatory environments, to help their portfolio companies on their growth journey.",,,
Niftyz,https://www.crunchbase.com/organization/digital-oracles,1-10,"Blockchain, Consulting, Marketing, Software",Pre-Seed,,,,Private,,,,"Manchester, Manchester, United Kingdom",,,,The first no-code minting platform for the early stage business ecosystem! Monetise growth and achievements by turning them into NFTs!,2018-01-01,year,Active,,,For Profit,https://www.niftyz.io,https://twitter.com/Niftyz_io,,https://linkedin.com/company/niftyz,biz@niftyz.io,,,,"Niftyz.io is the first no-code minting platform for the early stage business ecosystem! Monetise growth and achievements by turning them into NFTs! Niftyz has expanded the utility of NFTs to monetise business growth by locking valuable content and only granting access to either paying, or desirable users.",,,
NiftPad,https://www.crunchbase.com/organization/niftpad,1-10,"Blockchain, Internet, Software",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,We enable brands to create and sell unique digital assets without a single line of code.,2021-01-01,year,Active,,,For Profit,https://www.niftpad.com/,,,,contact@niftpad.com,,,2,"NiftPad enables brands to create and sell unique digital assets without a single line of code.  Through NiftPad's white-label shop platform, brands can easily build fully customizable stores to issue and sell unique digital assets.  Founded in October 2021, NiftPad is a University of Cambridge spin-off backed by Animoca Brands and Brinc.",,,
NFTrace,https://www.crunchbase.com/organization/nftrace,1-10,"Apps, Augmented Reality, Blockchain, Software",,,,,Private,,,,"London, England, United Kingdom",,,,"An AR platform that connects future generations with brands, businesses and creators through NFTs",2021-02-26,day,Active,,,For Profit,https://nft-race.io/,https://twitter.com/NFTraceeth,,https://www.linkedin.com/company/nft-race/,info@nft-race.io,,,,"NFTrace is a mobile platform for discovering and collecting unique digital items with real-world utility. Our location-based mobile app makes it easy for anyone to get started with NFT collecting, regardless of technical expertise. From event tickets, digital art, and subscriptions to coupons,POAPs and loyalty rewards, our platform offers a wide range of utility NFTs to suit every need. Imagine being able to use your phone to redeem a discount at your favorite store, simply by presenting a unique NFT! Plus, we connect artists, brands, creators, and collectors, helping to build a vibrant community of NFT enthusiasts.",,,
NFT EPubs,https://www.crunchbase.com/organization/nft-epubs,1-10,"Blockchain, Digital Entertainment, Digital Media, EBooks, Media and Entertainment, News, Publishing, Retail, Subscription Service",,,,,Private,,,,"London, England, United Kingdom",,,,"NFT EPubs is a blockchain-based bookstore and newsstand that lets readers buy, subscribe and sell readable digital content as NFTs",2022-11-20,day,Active,,,For Profit,https://nftepubs.com,https://twitter.com/nftepubs,,,sam@zloadr.com,,,,"NFT EPubs is a blockchain-based bookstore and newsstand that lets readers buy, subscribe and sell readable digital content as NFTs",,,
NFT Commander,https://www.crunchbase.com/organization/nft-commander,11-50,"Asset Management, Cryptocurrency, Finance, Financial Exchanges, Personal Finance, Trading Platform",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,"Automated solution, where WE have to get whitelists for different projects, mint NFT for you, full outsourcing",2021-01-01,year,Active,,,For Profit,https://nftcmd.io,https://twitter.com/nftcmd,,,cmo@nftcmd.io,,,,"Automated solution, where WE have to get whitelists for different projects, mint NFT for you, full outsourcing. We sell NFT according to your script, send you 80% of the profit and keep 20% as a commission for our work. We are the first on the market to offer this kind of model.",,,
Nexus Mutual,https://www.crunchbase.com/organization/nexus-mutual,1-10,"Blockchain, Financial Services, Insurance",Venture - Series Unknown,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,Nexus Mutual uses the power of blockchain technology and Ethereum to allow people from all over the world. ,2017-01-01,year,Active,,,For Profit,https://www.nexusmutual.io,https://twitter.com/NexusMutual,,https://www.linkedin.com/company/nexus-mutual,info@nexusmutual.io,,,29,"Nexus Mutual uses the power of blockchain technology and Ethereum to allow people from all over the world to share insurance risk together without the need for an insurance company.  Nexus Mutual will initially launch with one product, earthquake cover. ",,,
Nexo,https://www.crunchbase.com/organization/nexo-0ab2,251-500,"Blockchain, Cryptocurrency, Financial Services, FinTech, Lending",Undisclosed,"Engineering, Finance, Management, Marketing, Operations, Product, Sales",,21,Private,,,,"London, England, United Kingdom",,,$1M to $10M,"Nexo provides an all-in-one crypto platform that enables users to buy assets, earn interest, and borrow.",2017-01-01,year,Active,,,For Profit,https://nexo.io/,https://twitter.com/nexo,https://www.facebook.com/NexoFinance,https://www.linkedin.com/company/nexofinance/,info@nexo.io,,,143,"Nexo primarily operates as a leading regulated financial institution for digital assets. It provides an all-in-one crypto platform that enables users to buy assets, earn interest, and borrow against them or swap between 300+ pairs.",Yes,,
NEWSBTC,https://www.crunchbase.com/organization/newsbtc,11-50,Bitcoin,,Operations,,,Private,,,,"London, England, United Kingdom",,,,"NewsBTC is a news service that covers bitcoin news, technical analysis, and forecasts for bitcoin and other altcoins.",2013-01-01,year,Active,,,For Profit,https://www.newsbtc.com,http://twitter.com/newsbtc,http://www.facebook.com/newsbtc,https://www.linkedin.com/company/newsbtc/?originalSubdomain=in,contact@newsbtc.com,1(800) 758-5780,,29,"NewsBTC is a news service that covers bitcoin news, technical analysis, and forecasts for bitcoin and other altcoins. The website publishes news articles, interviews, and other information that help its users better understand the Bitcoin ecosystem under categories such as regulation, taxation, price, exchanges, brokers, bitcoin casinos, mining, podcasts, Bitlicense, and advertisements.",,,
