Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
TOPA,https://www.crunchbase.com/organization/topa-aa0f,1-10,"Blockchain, Information Services, Market Research",,,,,Private,,,,"Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",,,NFT information hub,2022-03-23,day,Active,,,For Profit,https://www.topa.one/,https://twitter.com/topa1one,,,james.lee@lighthouselab.xyz,,,,"NFT information hub that aggregates off-chain info on NFT projects, reducing investors’ research time by 80%. Furthermore, we deliver unique insights by synthesizing off-chain and on-chain info.",,,
Toonari,https://www.crunchbase.com/organization/toonari-llc,1-10,"Bitcoin, Consulting, Cryptocurrency, E-Learning, Law Enforcement, Training",,,,,Private,,,,"St. Petersburg, Florida, United States","Tampa Bay Area, East Coast, Southern US",,Less than $1M,"Toonari is the global leader in Cryptocurrency Asset Intelligence, Investigation Training, and Crypto Recovery Services.",2013-01-01,day,Active,,,For Profit,http://www.tomokodiscovery.com,https://twitter.com/karhrman,,,email@tomokodiscovery.com,(727) 202-6948,,2,"Toonari is the global leader in Cryptocurrency Asset Intelligence, Investigation Training, and Crypto Recovery Services.",,,
TonicPow,https://www.crunchbase.com/organization/tonicpow,1-10,"Advertising, Advertising Platforms, Bitcoin, Blockchain, Cryptocurrency",Seed,Management,,,Private,,,,"West Palm Beach, Florida, United States","Greater Miami Area, East Coast, Southern US",,,"TonicPow - Earn, Promote, Explode! BitcoinSV Powered P2P Advertisement Network",2019-10-01,day,Active,,,For Profit,https://tonicpow.com,https://twitter.com/tonicpow,https://www.facebook.com/TonicPow/,https://www.linkedin.com/company/tonicpow/,hello@tonicpow.com,,,15,Earn BSV for sharing things you like. Offer BSV for sharing your product or service. Monetise your site and earn Bitcoin (SV) directly from advertisers.,,,
tokensquare,https://www.crunchbase.com/organization/tokensquare,1-10,"Augmented Reality, Bitcoin, Blockchain, Cannabis, eSports, News, Social Media, Virtual Currency, Virtual Reality",Pre-Seed,Management,,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,,"Industry specific aggregator and community. Curated news, media, jobs and investment opportunities. Blockchain beta.",2018-07-01,day,Active,,,For Profit,https://app.tokensquare.com,https://twitter.com/tokensquare,https://www.facebook.com/tokensquare,https://linkedin.com/company.tokensquare,info@tokesquare.com,2899462244,,1,"Tokensquare is a beta deployment of BFF FEED which is a modular, aggregation, curation and data insights platform. The platform is designed to be modular for deployment across other verticals that are high growth industries with significant social publication and activity such as biotech, eSports, augmented and virtual reality, cannabis, etc. Tokensquare is a curated blockchain and cryptocurrency news, media, jobs and opportunity community portal. We presently curate 1000s of publications, research articles, youtube channels and twitter posts with behind the scenes expert and machine scoring and filtering. The goal is to curate the most relevant and high quality content so that professionals can have a better, faster and more focused way to stay on top of the latest developments and specific use cases of interest.  --- Vision --- Where professionals start their day. .: BFF: A Better, Faster and more Focused experience for professionals staying up to date. .: Data Insights: Leverage natural language processing, data science and social activity to provide industry data insights. .: Top of Mind Awareness: Allows for an influencer, brand or agency to maintain user attention and to gather insights via curation. The 'host' of an exclusive license must have a large audience and expertise in their vertical to effectively curate quality content and engagement. .: Consumer Revenue Model: 'Freemium' subscription revenue model. Options for integrating microtransactions for tipping, specific publisher or add-on subscriptions, and dedicated media channels. .: Data Revenue Model: Insights from analysis of content and social activity.",,,
Tokenly,https://www.crunchbase.com/organization/tokenly,1-10,"Blockchain, Computer, Software, Trading Platform",,Management,,,Private,,,,"Napa, California, United States","San Francisco Bay Area, West Coast, Western US",,Less than $1M,Tokenly is an innovator and developer of turnkey Blockchain and token solutions.,2014-01-01,year,Active,,,For Profit,https://tokenly.com/#/,https://twitter.com/tokenlyinc,https://www.facebook.com/tokenlyinc/,https://www.linkedin.com/company/tokenly/,,7072582515,,,"Tokenly is an innovator and developer of turnkey Blockchain and token solutions. Using the company's technology, organizations issue unique digital tokens that grant users rights, access, and verifiable ownership. Tokenly tokens are sale-able, tradeable, and redeemable, and they are powering the next generation of markets and trade.",,,
TokenData,https://www.crunchbase.com/organization/tokendata,1-10,"Analytics, Big Data, Cryptocurrency, FinTech, Insurance",,,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,Provide free data & analytics reporting & tools on the Initial Coin Offering (ICO) / token market,2017-01-01,year,Active,,,For Profit,https://www.tokendata.io/,https://twitter.com/TokenData,,,info@tokendata.io,,,,,,,
TokenClub,https://www.crunchbase.com/organization/tokenclub-0339,1-10,"Blockchain, Communities, Cryptocurrency, Financial Services",,Management,,,Private,,,,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,TokenClub is a blockchain based cryptocurrency investment service community.,2017-01-01,day,Active,,,For Profit,https://tokenclub.com/,https://twitter.com/TokenClub_TCT,https://www.facebook.com/TokenClub-150327502257028/,https://www.linkedin.com/company/tokenclub8/,contact@tokenclub.com,,,,,,,
TokenBot®,https://www.crunchbase.com/organization/tokenbot,1-10,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, News",Seed,"Management, Operations",,,Private,,,,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",,,TokenBot® provides secure and trusted chat bots for the cryptocurrency industry.,2017-09-20,day,Active,,,For Profit,https://tokenbot.com/,https://twitter.com/tokenbot?lang=en,https://www.facebook.com/tokenbot/,https://www.linkedin.com/company/tokenbot/,info@tokenbot.com,424-259-1183,,1,"TokenBot® provides secure and trusted chat bots for the cryptocurrency industry. We believe cryptocurrencies will only reach their true potential through the social network effects provided by messaging platforms. TokenBot® is building chat bots to support the global use cases of transacting, investing, and trading cryptocurrencies as a store value.",,,
Token IQ,https://www.crunchbase.com/organization/token-iq,1-10,"Blockchain, Financial Services, FinTech, Information Technology",Seed,,,,Private,,,,"Scottsdale, Arizona, United States","Greater Phoenix Area, Western US",,Less than $1M,"They at Token IQ is a financial services company that specializes in fintech, cryptocurrency, and compliance.",2017-01-01,year,Active,2021-08-25,day,For Profit,https://tokeniq.io/,,,https://www.linkedin.com/company/tokeniq-io/,info@tokeniq.io,+1 619 393 1771,,1,"They at Token IQ is a financial services company that specializes in fintech, cryptocurrency, and compliance. It features focusing on delivering a turnkey solution for the tokenization of securities and asset-backed investment contracts. The company was founded in 2017 and headquartered in Arizona, United States.",,2021-08-25,day
Token Group,https://www.crunchbase.com/organization/token-group,1-10,"Blockchain, Consulting, Cryptocurrency, Financial Services, FinTech, Information Technology, Internet",Seed,,,,Private,,,,"Beverly Hills, California, United States","Greater Los Angeles Area, West Coast, Western US",,$1M to $10M,"Crypto / Behavioral Economics, Mechanism Design, Finance",2018-06-01,day,Active,,,For Profit,https://tokengroup.io,,,https://www.linkedin.com/company/tokengroup/,info@tokengroup.io,+1-424-253-4278,,,"Token Group was founded with the objective of enabling game-changing businesses to more effectively implement sustainable token strategies. We are here to empower the next wave of business model innovation. Investors in businesses utilizing digital assets and distributed ledger technology (DLT) are increasing their expectations surrounding valuation methodology, so Token Group aims to help distill token models into crystal clear, rock solid formulas that investors and founders can be confident in, and that will flourish sustainably far into the future. We exist to prepare our clients for navigating this ever-changing landscape.  We take a holistic approach to strategic consulting by isolating businesses value propositions from the parties benefiting from that value, and by rebuilding the business model to utilize incentive mechanisms enabled by the advent of DLT and digital assets. These new types of business models deserve a new type of advisory support. We are an advisory firm that offers a growing suite of services that have served as instrumental for the success of our clients.",,,
Token Developer,https://www.crunchbase.com/organization/token-developer,1-10,"Advice, Bitcoin, Blockchain, Cryptocurrency",,,,,Private,,,,"Bowling Green, Kentucky, United States",Southern US,,,Token Developer provides blockchain services.,2017-01-01,year,Active,,,For Profit,https://www.tokendeveloper.com,,,https://www.linkedin.com/company/tokendeveloper,,,,,"Token Developer is a token and blockchain development advisor. They consult with clients on token or blockchain-related issues, from token creation to building their MVP to full project development. They help clients with token creation, blockchain integration, or complete platform development.",,,
Token Daily,https://www.crunchbase.com/organization/token-daily-a8ef,1-10,"Blockchain, Cryptocurrency, News",Series A,,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,$1M to $10M,Token Daily operates an online news publishing platform intended to provide news on the cryptocurrency and blockchain market.,2017-01-01,year,Active,,,,https://www.tokendaily.co,https://twitter.com/tokendaily,,https://www.linkedin.com/company/tokendaily,,,,,"Token Daily operates an online news publishing platform intended to provide news on the cryptocurrency and blockchain market. Its platform provides information on daily crypto investments, blockchain investments and other related news on the digital coin trading market, enabling clients and traders to stay updated on the daily trending news and products in crypto and blockchain.",,,
TMPLR,https://www.crunchbase.com/organization/tmplr,1-10,"Blockchain, Financial Services, Information Technology",,,,,Private,,,,"Fort Lauderdale, Florida, United States","Greater Miami Area, East Coast, Southern US",,,TMPLR is a blockchain based ecosystem that features a dual platform benefiting business borrowers by reducing risk to lenders. ,2018-02-01,day,Active,,,For Profit,http://www.TMPLR.io,https://twitter.com/TMPLRbiz,https://www.facebook.com/TMPLR-1826687734021375/?ref=br_rs+https%3A%2F%2Ft.me%2FTMPLRcommunity,https://www.linkedin.com/company/tmplr/,info@tmplr.io,,,,,,,
Tixologi,https://www.crunchbase.com/organization/tixologi,1-10,"Blockchain, Software, Ticketing",Venture - Series Unknown,,,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,,Tixologi’s blockchain-based ticketing software is putting event organizers in control of their own ticketing experience.,2021-01-01,year,Active,,,For Profit,http://tixologi.com,https://twitter.com/tixologi,,https://www.linkedin.com/company/tixologi,hello@tixologi.com,,,,Tixologi’s blockchain-based ticketing software is putting event organizers in control of their own ticketing experience.,,,
Titanium Blockchain Infrastructure Services,https://www.crunchbase.com/organization/titanium-blockchain-infrastructure-services,1-10,"Blockchain, Computer, IaaS, Infrastructure, Mining, Private Social Networking, Professional Networking",Initial Coin Offering,,,,Private,,,,"North Hollywood, California, United States","Greater Los Angeles Area, West Coast, Western US",,$10M to $50M,Titanium is positioned to disrupt the provisioning and virtualization space by being first-to-market,2017-01-01,year,Active,,,For Profit,https://tbis.io/,,https://www.facebook.com/TBISICO/,https://www.linkedin.com/company/titanium-blockchain-infrastructure-services-inc/,,1833,,,"Today, the largest transportation company in the world owns no cars (Uber), the largest hospitality company on the face of the planet owns no hotels (AirBnB), the largest retailer carries no stock (Alibaba), and the world’s most popular media network creates no content (Facebook). Clearly, they are living in a time of radical change.",,,
Titan Seal,https://www.crunchbase.com/organization/titan-seal,1-10,"Blockchain, Cryptocurrency, Financial Services, Government",Pre-Seed,,,,Private,,,,"Reno, Nevada, United States",Western US,,,Titan Seal ensures trust between the government and the public.,2017-01-01,year,Active,,,For Profit,https://titanseal.com,https://twitter.com/titansealed,,https://www.linkedin.com/company/titan-seal/,,,,,Titan Seal puts government records in the blockchain. It ensures trust between the government and the public.,,,
Titan Flight Studios,https://www.crunchbase.com/organization/titan-flight-studios,1-10,"Blockchain, Cryptocurrency, Gaming, Virtual Currency",,,,,Private,,,,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,,Titan Flight Studios is a blockchain based game platform.,2018-01-01,year,Active,,,For Profit,https://titanflightstudios.com,https://twitter.com/TitanFlight,https://www.facebook.com/titanflightstudios,https://www.linkedin.com/company/titan-flight-studios/,contact@titanflightstudios.com,,,,Titan Flight Studios is a casual arcade game rebounce recently without blockchain integration. The blockchain-integrated version of the game will be uploaded. The goal of this game is to give an entry-level introduction to what blockchain gaming is all about.,,,
Titan Digital Asset Group,https://www.crunchbase.com/organization/titan-fund-management,1-10,"Banking, Blockchain, Cryptocurrency, Insurance",,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,Cryptocurrency Hedge Fund,2017-09-20,day,Active,,,For Profit,http://www.titandag.com,https://twitter.com/titantoken,https://www.facebook.com/Titan-Digital-Asset-Group-2035788686707492/?timeline_context_item_type=intro_card_work&timeline_context_item_source=100001722589647&pnref=lhc,https://www.linkedin.com/company/11292139/,info@titandag.com,,,,Titan offers access to an actively managed cryptocurrency portfolio to selected high-net worth investors around the world. Limited partners invest alongside a professional team that aims to leverage its fundamental and value investing expertise in navigating the blockchain frontier.,,,
Titan,https://www.crunchbase.com/organization/titan-77cd,1-10,"Blockchain, Software",Undisclosed,,,,Private,,,,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",,,Titan is a Powerful Software and Services for Crypto Mining at Scale.,2018-09-01,month,Active,,,,https://titan.io/,https://twitter.com/titan_mining,,https://www.linkedin.com/company/titanmining/,,,,,"Titan their software monitors, manages, and optimizes our mining operations at any scale. They are building a smart contract protocol for provable, programmable hashrate, making global mining smarter and more efficient.",,,
TigerEx,https://www.crunchbase.com/organization/tigerex-smart-etfs-for-cryptocurrencies,1-10,"Cryptocurrency, Financial Exchanges",Seed,,,,Private,,,,"Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,TigerEx is a technology platform for creating and offering cryptocurrency ETF's.,2017-05-17,day,Active,,,For Profit,https://www.tigerexx.com/,,https://facebook.com/cryptoEtf/,https://www.linkedin.com/company/18237663/,,,,4,"The new phase of investment tool, in the crypto industry, requires an infrastructure that does not exist yet. To build this critical piece, of infrastructure, you need to solve: The security, the way to trade in front of hundreds exchanges and bring a suitable trading algorithms, for crypto market. TigerEx is producing smart index tools which is the most rational and safe way to invest in cryptocurrencies.",,,
Tierion,https://www.crunchbase.com/organization/tierion,1-10,"Bitcoin, Software",Initial Coin Offering,"Management, Operations",,,Private,,,,"Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,Tierion provides an engine for collecting data and recording it in the blockchain.,2015-01-01,year,Active,,,For Profit,https://tierion.com/,https://twitter.com/tierion,https://www.facebook.com/pages/Tierion/1430447893927429,https://www.linkedin.com/company/tierion,,,,3,"Tierion turns the blockchain into a global platform for verifying any data, file, or business process. We see a future where the blockchain is used to verify everything from medical records to online purchases. We’ve started by making an API and tools to collect data and anchor it in the blockchain.",,,
TickPredict,https://www.crunchbase.com/organization/tickpredict,1-10,"Cryptocurrency, Financial Exchanges, Trading Platform",,,,,Private,,,,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",,$1M to $10M,TickPredict is a cryptocurrency company that provides a low-latency trading platform for cryptocurrency.,2017-01-01,year,Active,,,For Profit,https://www.tickpredict.com/,https://twitter.com/tickpredict,,https://www.linkedin.com/company/tickpredict/,info@tickpredict.com,,,,,,,
ThriveCoin,https://www.crunchbase.com/organization/thrivecoin,1-10,"Communities, Cryptocurrency, Internet, Software",,,,,Private,,,,"Boulder, Colorado, United States","Greater Denver Area, Western US",,,"ThriveCoin enables crypto communities to automatically validate, reward, and record contributions across digital platforms.",2021-01-01,year,Active,,,For Profit,https://www.thrivecoin.com,https://www.twitter.com/thrivecoinhq,,https://www.linkedin.com/company/thrivecoin,,,,,,,,
Threely,https://www.crunchbase.com/organization/threely,1-10,"Blockchain, Cryptocurrency, Information Technology",,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,"Onboarding the world onto Web3 with universal identities. Automated, impeccable UX and safety nets wielding true decentralization.",2021-01-01,year,Active,,,For Profit,https://threely.io,https://twitter.com/useThreely,https://www.facebook.com/useThreely/,https://www.linkedin.com/company/14420208,hello@threely.io,,,,"Threely is onboarding billions onto Web3 with universal identities. Threely addresses are blockchain-agnostic identities that can be used across Web3 as a profile, chain-agnostic payment endpoints, logins, zkKYCs, and more. Threely is doing the crucial work of helping the top blockchain protocols, wallets, and dApps cast a wider net to onboard a broader part of the internet to Web3.",,,
Threefold Base Line 3BL,https://www.crunchbase.com/organization/threefold-base-line,1-10,"Blockchain, Internet, Marketing",,,,,Private,,,,"Wake Forest, North Carolina, United States","Research Triangle, East Coast, Southern US",,Less than $1M,Threefold Base Line 3BL focuses on technologies to revolutionize the promotional spending market by applying blockchain technology.,2022-01-01,year,Active,,,For Profit,https://threefoldbaseline.com/,https://twitter.com/Tbl3bl,https://www.facebook.com/Threefold-Base-Line-3BL-LLC-104396662136270/,https://www.linkedin.com/company/threefold-base-line-3bl,info@tbl3bl.com,,,,,,,
Three Tree Ventures,https://www.crunchbase.com/organization/three-tree-ventures,1-10,"Blockchain, Cannabis, Finance, Information Technology, Internet, Quantum Computing, Real Estate",Seed,,,24.0,Private,,,,"Falls Church, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",,Less than $1M,Three Tree Ventures is an early stage VC firm that invests in startups that are applying technology to disrupt the market status quo.,2011-10-01,month,Active,,,,http://www.threetreeventures.com,https://twitter.com/3TreeVentures,https://www.facebook.com/threetreeventures/,https://www.linkedin.com/company/9552323,shawn@threetreeventures.com,,Crunchbase Venture Program,"2,467","Shawn Carpenter is the Founder and Chairman of the Board at Three Tree Ventures, an early-stage technology startup investment fund that backs exceptional entrepreneurs that are applying technology to market segments with high caps that have had a historically incorrect, ineffective and/or insufficient level of technology application. Three Tree Ventures prefers to invest in startups as early as possible, exclusively invests in product companies, and prefers to invest in organizations with one or more U.S. military veteran founder(s), and/or women and minority-founded startups.  Mr. Carpenter is a globally respected cyber security expert with a broad range of successful early-stage investments, including Compass (04/01/2021 IPO NYSE:COMP @ $8.22B valuation), GroupSense, White Ops (acquired by Goldman Sachs Merchant Banking), Dark Cubed, uSTADIUM, PeerNova, MILLIE, Rumi Spice, Awake Security (acquired by Arista Networks), Privateer Holdings (acquired by TILRAY), ThreatGRID (acquired by Cisco Systems), RideScout (acquired by Daimler AG), InAuth (acquired by American Express) and Efflux Systems (acquired by NETSCOUT Systems). Mr. Carpenter is known for his acumen for advising early stage innovators. He has successfully helped raise capital, navigate rough waters, acquire key talent and customers, and help develop short and long-term strategies for portfolio companies and startups that he advises. He is currently an Advisor to CrossCut Ventures, Trinity Cyber, TruSTAR Technology (acquired by Splunk), GroupSense, uSTADIUM, MILLIE, Cannecht, and Netswitch Technology Management. He has also been a Limited Partner at CrossCut Ventures for 7+ years, and is also a CrossCut Scout. He has held key positions at startups where he was an early employee — Principal Forensics Analyst at NetWitness Corporation (acquired by EMC/RSA), Chief Technical Analyst at iSIGHT Partners (acquired by FireEye), Chief Strategy Officer at Invotas (aquired by FireEye), and Senior Vice President of Cyber at Cybraics. One of his greatest passions is being the Technical Advisor for a non-profit 501(c)3 founded by his wife, Dr. Jennifer Jacobs, and a close friend, Jessica Stern — Connect Our Kids (https://www.connectourkids.org). The non-profit is applying modern technologies like artificial intelligence and data science to the foster care system in the United States to improve placement outcomes -- finding forever families for thousands of children in the system.  His experience and successful entrepreneurial background are coupled with deep technical skills honed while pioneering cyber security protocols for the federal government and working at NetWitness and iSIGHT Partners over the past two decades. Shawn is also a veteran of the U.S. Navy, and qualified as a nuclear operator and chemist during his six years of service in the U.S. Navy's Nuclear Propulsion Program (NNPS Class 9203). Shawn also worked as a senior cyber security analyst for almost six years as a Member of the Technical Staff (MTS) at Sandia National Laboratories. He discovered one of the first documented penetrations of U.S. Government networks. After joining NetWitness as one of the first employees, he helped architect, implement and stand up the Justice Security Operations Center (JSOC) — at the time the largest deployment of NetWitness gear for a federal client. Mr. Carpenter also worked as a Principal Senior Analyst at the U.S. Department of State's Cyber Threat Analysis Team (CTAD) from 2004-2007. He was a key member of the 2005 CTAD team that was awarded the prestigious Frank B. Rowlett Trophy For Organizational Achievement by the National Security Agency (https://apps.nsa.gov/iaarchive/programs/rowlett-awards/recipients.cfm).  Mr. Carpenter has been tinkering with computers since his mother bought him his first computer, a TRS-80 Model I, in late 1978 at the age of 10 . He has been curious about almost everything since he was born, and enjoys playing slide guitar, harmonica, banjo and trumpet, metal detecting with his kids, building forts high in tall trees, lucid dreaming, experimenting with brain/machine interfaces, building robotics projects with his kids, and hacking all of the things. Mr. Carpenter has a particular affection for blues and jazz, and is an investor and Minor Partner in a John Coltrane biography — ""Chasing Trane"" (https://www.coltranefilm.com). His investments span everything from being the first money in at Rumi Spice (https://www.rumispice.com), a sustainable saffron growing enterprise founded by three West Point graduates, to PeerNova, a blockchain startup founded by his CS251 instructor from University of Nebraska. Five years after investing in Rumi Spice, it is now the largest private employer of Afghan women in the world, with over 2000 women employees. In May 2017, Mark Cuban became an investor in the saffron startup. In September of 2018, Rumi Spice's saffron became available nationwide in all Whole Food Markets.  Shawn is a native of Sioux Falls, SD, and credits his Mother, Jan, high school marching band instructor, David Haugen, South Dakota roots, and industry mentors and friends like Aaron Walters, Jaci Tomek, Amit Yoran, Dug Song, Gary Golomb, Chris Lukas, Sean Catlett, Richard Stiennon, Paul Garrett, Fraser Verrusio, and many others for his scrappiness and successes.",,,
Three North Management,https://www.crunchbase.com/organization/three-north-management,1-10,"Big Data, Blockchain, Business Development, Consulting, Cryptocurrency, Financial Services, Management Consulting, Politics, Software",,"Management, Operations, Pro Services",,,Private,,,,"Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",,,Three North Management is an investment and consulting firm that uses data and technology to help companies make smarter decisions.,2017-05-01,month,Active,,,For Profit,https://3nm.co,,,https://www.linkedin.com/company/3nm/,hello@3nm.co,,,1,"3NM creates competitive advantages by unlocking the power of data-driven strategy, tools, and technology. We work with companies (from pre-seed to well-funded) to identify their most critical issues and then solve them using the power of intelligently applied data science techniques, tools, and strategy.",,,
Thred Technologies,https://www.crunchbase.com/organization/thred-technologies,1-10,"Artificial Intelligence, Cryptocurrency, Search Engine",Venture - Series Unknown,,,,Private,,,,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",,,Thred Technologies is an AI-powered NFT search and discovery platform that is currently in private beta.,2022-01-01,year,Active,,,For Profit,http://www.thred.app/,,,https://www.linkedin.com/company/thredtechnologies,,206-859-3563,,,"Thred Technologies is an AI-powered NFT search and discovery platform that is currently in private beta. The company was founded in 2022 by Benjamin Straley and is headquartered in Seattle, Washington, United States.",,,
thirdwork,https://www.crunchbase.com/organization/thirdwork,1-10,"Blockchain, Cryptocurrency, Marketplace, Recruiting, Software",,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,"Thirdwork is an on-demand talent platform, building vetted freelance teams for the best web3 and crypto startups.",2022-04-01,day,Active,,,,https://www.thirdwork.xyz/,https://twitter.com/thirdwork,,https://www.linkedin.com/company,founder@thirdwork.xyz,,,3,"Thirdwork is an on-demand talent platform for web3 projects. We help leading crypto, web3 and blockchain startups hire vetted fractional teams, lighting fast. Our talent roster includes over 200 developers, marketers, community managers, product designers (and more) with deep technical and subject-matter expertise in web3 and crypto, and we've helped clients—from NFT projects to VC-backed startups to large brands—hire fractional talent quickly and confidently.  We’ve worked with companies like Afterparty, Rabbithole, and Lighthouse, and our companies have collectively raised $1B+ from leading investors like A16Z, Dragonfly, Polychain Capital, Coinbase Ventures, Greylock, Accel, Lightspeed, and more.",,,
Third Ray Platform,https://www.crunchbase.com/organization/third-ray,1-10,"Blockchain, Document Management, Image Recognition, Marketing Automation, Natural Language Processing, Software, Speech Recognition",Pre-Seed,,,,Private,,,,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",South Asian Founded,,"ThirdRayAI helps enterprises generate actionable insights from documents, video & voice media by automating unstructured content processing.",2020-08-03,day,Active,,,For Profit,https://thirdray.ai,https://twitter.com/ThirdRayAI,,https://www.linkedin.com/company/thirdray/,abhi@thirdray.ai,302-353-1762,,,"Third Ray is an Enterprise Digital Assets Creation and Management Platform backed by an enterprise grade multi-blockchain and low code automation, that enables teams to collaborate on content extraction workflows to develop decentralized apps with enterprise grade security and integration. Sales, marketing, investments, and other back-office teams generate a large volume of structured and unstructured content to make investment decisions and provide customer insight. This information is spread across documents, audio and video, in email, network drives, websites.  ThirdRayAI platform helps efficiently extract, organize, search, and integrate content across teams. Business and non-technical team members can access the right information when they need it through configurable automation, content generation workflow, and contextual search.",,,
Theta Labs,https://www.crunchbase.com/organization/theta,1-10,"Blockchain, Computer, Video, Video Streaming",Venture - Series Unknown,"Finance, Management, Operations",,,Private,,,,"Cupertino, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,The leading decentralized video delivery network powered by users and a native blockchain,2017-01-01,year,Active,,,For Profit,https://www.thetatoken.org/,https://twitter.com/Theta_Network,https://www.facebook.com/ThetaNetwork,https://www.linkedin.com/company/theta-labs-inc,contact@theta.com,805-388-2388,,30,"Theta Labs pioneered Theta Network, the leading video delivery network powered by blockchain technology. Theta enables existing video platforms to drive incremental revenues and reduce content delivery CDN costs while end-users are rewarded for sharing their bandwidth to relay video on a peer-to-peer basis on any PC, mobile, Smart TV or IoT device. Strategic corporate investors include Samsung NEXT, Sony Innovation Fund, media investors BDMI Bertelsmann Digital Media Investments, CAA Creative Artists Agency, and traditional Silicon Valley VCs including DCM and Sierra Ventures.",,,
Themelio Labs,https://www.crunchbase.com/organization/themelio-labs,1-10,"Blockchain, Information Technology",Seed,,,,Private,,,,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",,,A secure foundation for the new Internet,2020-01-01,year,Active,,,,https://themelio.org,,,https://www.linkedin.com/company/themelio-labs,,,,15,"Themelio is a public blockchain designed as a universal trust substrate, focused on stability, security, and performance.",,,
Theia Studios,https://www.crunchbase.com/organization/theia-studios,1-10,"Blockchain, Gaming, Video Games",Seed,Management,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,Theia Studios is a decentralized platform that focused on engaging strategy games.,2021-01-01,year,Active,,,,https://iconsoftheia.com/,,,https://www.linkedin.com/company/icons-of-theia/,,551-427-3069,,1,"Theia Studios is a decentralized platform that focused on engaging strategy games. Their first developed game is a free-to-play 1v1 tactical strategy game that can best be described as a cross between League of Legends, Fire Emblem, and Chess.",,,
The Praetorian Group,https://www.crunchbase.com/organization/the-praetorian-group-b4e9,1-10,"Blockchain, Real Estate",,,,,Private,,,,"Middle Village, New York, United States","Greater New York Area, East Coast, Northeastern US",,$10M to $50M,"The Praetorian Group develop a cryptocurrency, backed by real assets, and a global payment network. ",2017-01-01,year,Active,,,For Profit,https://www.praetoriangroup.io/,https://twitter.com/paxtoken,https://www.facebook.com/ThePraetorianGroup/,https://www.linkedin.com/company/praetorian-group-pax-coin/,hello@praetoriangroup.io,718-261-1711,,,"The Praetorian Group will create the world's first stable coin linked by real estate. The PAX token is also the first Initial Coin Offering (""ICO"") to file with the U.S. Security and Exchange commission and seeks to help create a standard for future ICOs.The Praetorian Group's goal is to create a sound money cryptocurrency that is backed by a real world asset to ensure a protection of value and allow for long-term appreciation.",,,
The Order Of The Iron Phoenix,https://www.crunchbase.com/organization/the-order-of-the-iron-phoenix,1-10,"Apps, Bitcoin, Internet",,,,,Private,,,,"Walpole, Massachusetts, United States","Greater Boston Area, East Coast, New England",,,We are a new social network that allows our users to mine our own currency by being active and creating content.,2011-09-01,day,Active,,,Non-profit,https://theorderoftheironphoenix.com,,https://www.facebook.com/theorderoftheironphoenix,https://www.linkedin.com/company/the-order-of-the-iron-phoenix/,occultfish@live.com,5084540085,,,"The Order OF The Iron Phoenix is a flexible project with a goal of creating the first ever social media site that allows users to earn crypto-currency through their actions online. This is still in beta, we are a one man team , but it is in our future hope that we can create a scalable project worhty of all the time put into it.",,,
